Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
ERR349839	Chung et al. 	Nepal	2012	human	blood	blood_sterile	infection	540	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349841	Chung et al. 	Nepal	2012	human	blood	blood_sterile	infection	544	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349845	Chung et al. 	Nepal	2012	human	blood	blood_sterile	infection	568	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349847	Chung et al. 	Nepal	2012	human	blood	blood_sterile	infection	573	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349849	Chung et al. 	Nepal	2012	human	CSF	blood_sterile	infection	577	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349813	Chung et al. 	Nepal	2012	human	ET Tip	respiratory	unknown	420	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349817	Chung et al. 	Nepal	2012	human	ET Tip	respiratory	unknown	432	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349814	Chung et al. 	Nepal	2012	human	suction tip	unknown	unknown	422	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349846	Chung et al. 	Nepal	2012	human	urine	urine	infection	570	KpI	CG152	152	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349843	Chung et al. 	Nepal	2012	human	urine	urine	infection	558	KpI	CG152	152	ybt	-	-	-	3	161	?	?	no lineage	NA	NA	NA
ERR349770	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	139	KpI	n/a	297	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349773	Chung et al. 	Nepal	2012	human	Catheter tip	catheter	unknown	153	KpI	ST307	307	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349787	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	215	KpI	ST307	307	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349797	Chung et al. 	Nepal	2012	human	tissue	tissue	infection	273	KpI	ST307	307	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349768	Chung et al. 	Nepal	2012	human	Pus	abscess_pus	infection	136	KpI	CG258	340	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349834	Chung et al. 	Nepal	2012	human	Catheter tip	catheter	unknown	524	KpI	CG258	340	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349805	Chung et al. 	Nepal	2012	human	urine	urine	infection	320	KpI	CG258	340	ybt	-	-	-	4	277	ICEKp12	present	16	NA	NA	NA
ERR349848	Chung et al. 	Nepal	2012	human	blood	blood_sterile	infection	573	KpI	n/a	441	ybt	-	-	-	3	174	ICEKp3	absent	9	NA	NA	NA
ERR349811	Chung et al. 	Nepal	2012	human	urine	urine	infection	405	KpI	n/a	628	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349780	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	186	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349788	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	225	KpI	CG661	661	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349815	Chung et al. 	Nepal	2012	human	urine	urine	infection	424	KpI	CG29	711	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349786	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	214	KpI	n/a	716	ybt	-	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR349818	Chung et al. 	Nepal	2012	human	wound	wound	infection	434	KpI	n/a	716	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349769	Chung et al. 	Nepal	2012	human	Vaginal swab	vagina	unknown	137	KpI	n/a	1787	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349790	Chung et al. 	Nepal	2012	human	urine	urine	infection	234	KpI	CG874	2326	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR349793	Chung et al. 	Nepal	2012	human	sputum	respiratory	infection	262	KpII	n/a	5295	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098701	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0006	KpI	CG540	6	ybt	-	-	-	3	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR2098765	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0035	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098684	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0011	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098799	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0081	KpI	CG17/20	17	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098788	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0021	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098776	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0077	KpI	CG23	23	ybt	clb	iro	iuc	1	46	ICEKp10	present	1	2	?	?
SRR2098774	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0009	KpI	CG25	25	ybt	-	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR2098783	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0003	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098761	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0022	KpI	n/a	39	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098698	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0016	KpI	n/a	44	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098683	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0013	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
SRR2098685	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0015	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
SRR2098687	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0029	KpI	CG490	76	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098688	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0028	KpI	CG490	76	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098697	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0004	KpI	n/a	107	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098768	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0017	KpI	CG111	111	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098797	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0057	KpI	CG133	133	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098787	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0002	KpI	n/a	134	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098756	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0033	KpI	CG147	147	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098777	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0007	KpI	n/a	163	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098692	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0055	KpI	n/a	188	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098691	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0036	KpI	n/a	188	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098814	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0027	KpI	n/a	220	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098681	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0075	KpI	CG36	268	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098813	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0060	KpIII	n/a	360	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098675	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0079	KpI	CG380	380	ybt	-	iro	iuc	4	143	ICEKp12	present	14	NA	NA	NA
SRR2098676	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0065	KpI	CG380	380	ybt	-	iro	iuc	4	143	ICEKp12	present	14	NA	NA	NA
SRR2098817	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0061	KpI	CG380	380	ybt	-	iro	iuc	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR2098679	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0078	KpI	CG36	433	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098764	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0012	KpI	n/a	435	-	-	-	iucBC	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098766	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0014	KpI	n/a	435	-	-	iroDN	iucBC	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098760	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0024	KpI	n/a	487	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098710	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0019	KpI	CG540	540	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098690	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0010	KpI	n/a	629	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098815	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0044	KpIII	n/a	681	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098696	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0026	KpI	n/a	870	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098755	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0080	KpI	CG37	896	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098699	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0034	KpI	n/a	1010	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098751	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0039	KpI	CG540	1013	ybt	-	-	-	?	154	ICEKp5	present	14	NA	NA	NA
SRR2098790	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0041	KpI	CG17/20	1123	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098807	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0020	KpIII	n/a	1163	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098758	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0074	KpI	n/a	1296	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098801	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0040	KpIII	n/a	1423	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098757	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0069	KpI	n/a	1540	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098759	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0023	KpI	n/a	1613	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098816	Davis et al. 	USA	2011	human	Clinical	unknown	infection	Kpn0052	KpIII	n/a	1687	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098809	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0054	KpIII	n/a	1688	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098810	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0063	KpIII	n/a	1688	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098762	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0056	KpI	n/a	1689	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098775	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0025	KpI	n/a	1692	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098773	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0038	KpI	n/a	1693	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098769	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0030	KpI	n/a	1694	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098770	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0031	KpI	n/a	1694	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098771	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0032	KpI	n/a	1694	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098802	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0042	KpIII	n/a	1773	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098752	Davis et al. 	USA	2012	turkey	Food	Food	NA	Kpn0043	KpI	n/a	1774	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098763	Davis et al. 	USA	2012	chicken	Food	Food	NA	Kpn0005	KpI	n/a	1777	ybt	-	-	-	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR2098753	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0076	KpI	CG37	1779	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098694	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0018	KpI	n/a	1780	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098778	Davis et al. 	USA	2012	pork	Food	Food	NA	Kpn0037	KpI	CG27	5109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098785	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0070	KpI	CG34	5121	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098811	Davis et al. 	USA	2011	human	Clinical	unknown	infection	Kpn0045	KpIII	n/a	5122	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR2098780	Davis et al. 	USA	2012	human	Clinical	unknown	infection	Kpn0067	KpI	n/a	5123	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166959	Deleo et al.	USA	2009	human	blood	blood_sterile	infection	1761_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166962	Deleo et al.	USA	2009	human	blood	blood_sterile	infection	1764_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166963	Deleo et al.	USA	2009	human	blood	blood_sterile	infection	1765_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166976	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1778_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167001	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1804_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167003	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1806_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167004	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1807_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167005	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1808_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167006	Deleo et al.	USA	2010	human	blood	blood_sterile	infection	1809_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167009	Deleo et al.	USA	2011	human	blood	blood_sterile	infection	1812_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167021	Deleo et al.	USA	2012	human	blood	blood_sterile	infection	1824_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167007	Deleo et al.	USA	2011	human	BAL 	respiratory	infection	1810_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167014	Deleo et al.	USA	2010	human	BAL 	respiratory	infection	1817_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166960	Deleo et al.	USA	2009	human	sputum	respiratory	infection	1762_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167016	Deleo et al.	USA	2011	human	sputum	respiratory	infection	1819_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166978	Deleo et al.	USA	2010	human	respiratory	respiratory	infection	1780_ST258	KpI	CG258	258	ybt	clb	-	-	3	251	ICEKp10	present	17	3	no	no
SRR1166964	Deleo et al.	USA	2009	human	swab	unknown	infection	1766_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166946	Deleo et al.	USA	2004	human	unknown	unknown	infection	1748_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166948	Deleo et al.	USA	2004	human	unknown	unknown	infection	1750_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166949	Deleo et al.	USA	2005	human	unknown	unknown	infection	1751_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166952	Deleo et al.	USA	2007	human	unknown	unknown	infection	1754_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166953	Deleo et al.	USA	2007	human	unknown	unknown	infection	1755_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166955	Deleo et al.	USA	2007	human	unknown	unknown	infection	1757_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166956	Deleo et al.	USA	2007	human	unknown	unknown	infection	1758_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166967	Deleo et al.	USA	2009	human	unknown	unknown	infection	1769_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166969	Deleo et al.	USA	2010	human	unknown	unknown	infection	1771_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166972	Deleo et al.	Canada	2009	human	unknown	unknown	infection	1774_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166974	Deleo et al.	USA	2009	human	unknown	unknown	infection	1776_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166980	Deleo et al.	USA	2006	human	unknown	unknown	infection	1782_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166981	Deleo et al.	USA	2007	human	unknown	unknown	infection	1783_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166984	Deleo et al.	USA	2010	human	unknown	unknown	infection	1786_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166986	Deleo et al.	USA	2011	human	unknown	unknown	infection	1788_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166988	Deleo et al.	USA	2011	human	unknown	unknown	infection	1790_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166991	Deleo et al.	USA	2009	human	unknown	unknown	infection	1793_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166992	Deleo et al.	USA	2009	human	unknown	unknown	infection	1794_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166993	Deleo et al.	Italy	2009	human	unknown	unknown	infection	1795_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166994	Deleo et al.	USA	2010	human	unknown	unknown	infection	1796_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166995	Deleo et al.	USA	2010	human	unknown	unknown	infection	1797_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166996	Deleo et al.	USA	2010	human	unknown	unknown	infection	1798_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166997	Deleo et al.	USA	2010	human	unknown	unknown	infection	1800_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166999	Deleo et al.	USA	2011	human	unknown	unknown	infection	1802_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167017	Deleo et al.	USA	2011	human	unknown	unknown	infection	1820_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166945	Deleo et al.	USA	2003	human	unknown	unknown	infection	1747_ST258	KpI	CG258	258	ybt	clb	-	-	3	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR1166947	Deleo et al.	USA	2004	human	unknown	unknown	infection	1749_ST258	KpI	CG258	258	ybt	clb	-	-	3	251	ICEKp10	present	17	3	no	no
SRR1166968	Deleo et al.	USA	2010	human	unknown	unknown	infection	1770_ST258	KpI	CG258	258	ybt	clb	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR1166971	Deleo et al.	Canada	2007	human	unknown	unknown	infection	1773_ST258	KpI	CG258	258	ybt	clb	-	-	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR1166982	Deleo et al.	USA	2008	human	unknown	unknown	infection	1784_ST258	KpI	CG258	258	ybt	clb	-	-	3	247	ICEKp10	present	17	3	no	no
SRR1166983	Deleo et al.	USA	2009	human	unknown	unknown	infection	1785_ST258	KpI	CG258	258	ybt	clb	-	-	4	289	ICEKp10	present	17	3	no	no
SRR1166987	Deleo et al.	USA	2011	human	unknown	unknown	infection	1789_ST258	KpI	CG258	258	ybt	clb	-	-	4	289	ICEKp10	present	17	3	no	no
SRR1166998	Deleo et al.	USA	2011	human	unknown	unknown	infection	1801_ST258	KpI	CG258	258	ybt	clb	-	-	4	289	ICEKp10	present	17	3	no	no
SRR1166957	Deleo et al.	USA	2009	human	urine	urine	infection	1759_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166970	Deleo et al.	USA	2010	human	urine	urine	infection	1772_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166975	Deleo et al.	USA	2010	human	urine	urine	infection	NJST258_1_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166977	Deleo et al.	USA	2010	human	urine	urine	infection	1779_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166985	Deleo et al.	USA	2010	human	urine	urine	infection	1787_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167008	Deleo et al.	USA	2010	human	urine	urine	infection	1811_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167015	Deleo et al.	USA	2010	human	urine	urine	infection	1818_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167002	Deleo et al.	USA	2010	human	wound	wound	infection	1805_ST258	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166973	Deleo et al.	Canada	2009	human	wound	wound	infection	1775_ST258	KpI	CG258	258	ybt	-	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
SRR1166958	Deleo et al.	USA	2009	human	sputum	respiratory	infection	1760_ST379	KpI	CG258	379	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166961	Deleo et al.	USA	2009	human	unknown	unknown	infection	1763_ST379	KpI	CG258	379	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166965	Deleo et al.	USA	2009	human	unknown	unknown	infection	1767_ST379	KpI	CG258	379	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166966	Deleo et al.	USA	2009	human	unknown	unknown	infection	1768_ST379	KpI	CG258	379	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166954	Deleo et al.	USA	2007	human	unknown	unknown	infection	1756_ST418	KpI	CG258	418	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166989	Deleo et al.	Colombia	2010	human	unknown	unknown	infection	1791_ST512	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166990	Deleo et al.	Colombia	2010	human	unknown	unknown	infection	1792_ST512	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1167022	Deleo et al.	Colombia	2012	human	unknown	unknown	infection	1825_ST512	KpI	CG258	512	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166951	Deleo et al.	USA	2006	human	unknown	unknown	infection	1753_ST258	KpI	CG258	5240	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1166950	Deleo et al.	USA	2005	human	unknown	unknown	infection	1752_ST258	KpI	CG258	5296	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR257660	Ellington et al. 	UK	2011	human	blood	blood_sterile	infection	unknown	KpI	n/a	13	ybt	-	-	-	3	21	ICEKp4	absent	10	NA	NA	NA
ERR257636	Ellington et al. 	UK	2010	human	hip	unknown	unknown	unknown	KpI	n/a	13	ybt	-	-	-	3	21	ICEKp4	absent	10	NA	NA	NA
ERR304789	Ellington et al. 	UK	2007	human	blood	blood_sterile	unknown	unknown	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
