assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename	strain	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	aerobactin	salmochelin	hypermucoidy	wzi	KL	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
GCF_001033505.1	PRJNA224116	SAMN03280387	LEZZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH84		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH84_V1	Broad Institute	GCA_001033505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/505/GCF_001033505.1_Kleb_pneu_MGH84_V1	./refseq/bacteria/GCF_001033505.1/GCF_001033505.1_Kleb_pneu_MGH84_V1_genomic.fna.gz	GCF_001033505.1_Kleb_pneu_MGH84_V1_genomic.fna	5	5319995	5319995	ST111	0	1	1	1	-	0	-	0	-	-	-	wzi128	KL1 (KL22/37)	ST111	2	1	5	1	17	4	42	18	20*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*?	-	SHV-40*	-	-	-
GCF_001033525.1	PRJNA224116	SAMN03280388	LFAA00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH89		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH89_V1	Broad Institute	GCA_001033525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/525/GCF_001033525.1_Kleb_pneu_MGH89_V1	./refseq/bacteria/GCF_001033525.1/GCF_001033525.1_Kleb_pneu_MGH89_V1_genomic.fna.gz	GCF_001033525.1_Kleb_pneu_MGH89_V1_genomic.fna	7	4258389	4258389	ST392	0	1	7	14	-	0	-	0	-	-	-	wzi187	KL27	ST392	3	4	6	1	7	4	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;StrB;StrA*	-	-	QnrB1?;ParC-80I;GyrA-83I	-	-	CatB4	-	SulII	TetA;TetR	DfrA14	AmpH*;SHV-67*;TEM-105*;OXA-1	-	CTX-M-15;CTX-M-15;CTX-M-15	-	-	-
GCF_001033535.1	PRJNA224116	SAMN03280389	LFAB00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH90		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH90_V1	Broad Institute	GCA_001033535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/535/GCF_001033535.1_Kleb_pneu_MGH90_V1	./refseq/bacteria/GCF_001033535.1/GCF_001033535.1_Kleb_pneu_MGH90_V1_genomic.fna.gz	GCF_001033535.1_Kleb_pneu_MGH90_V1_genomic.fna	8	5152205	5152205	ST784	0	0	0	0	-	0	-	0	-	-	-	wzi118	KL146	ST784	2	1	1	1	27	5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-145*	-	-	-	-	-
GCF_001033565.1	PRJNA224116	SAMN03280390	LFAC00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH91		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH91_V1	Broad Institute	GCA_001033565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/565/GCF_001033565.1_Kleb_pneu_MGH91_V1	./refseq/bacteria/GCF_001033565.1/GCF_001033565.1_Kleb_pneu_MGH91_V1_genomic.fna.gz	GCF_001033565.1_Kleb_pneu_MGH91_V1_genomic.fna	13	4700870	4700870	ST258	0	1	5	10	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph4-Ia;AadA1-pm*?;AadA2;Aac3-Iva?	-	-	ParC-80I;GyrA-83I	-	-	CatA1*;CmlA1*	-	SulIII	-	-	AmpH*;OXA-9	-	SHV-12	-	-	-
GCF_001033575.1	PRJNA224116	SAMN03280391	LFAD00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH92		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH92_V1	Broad Institute	GCA_001033575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/575/GCF_001033575.1_Kleb_pneu_MGH92_V1	./refseq/bacteria/GCF_001033575.1/GCF_001033575.1_Kleb_pneu_MGH92_V1_genomic.fna.gz	GCF_001033575.1_Kleb_pneu_MGH92_V1_genomic.fna	12	847045	2086681	ST447-2LV	0	0	0	0	-	0	-	0	-	-	-	wzi289	KL47	ST447-2LV	16	24	30	33*	90	22	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_001033585.1	PRJNA224116	SAMN03280392	LFAE00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH93		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH93_V1	Broad Institute	GCA_001033585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/585/GCF_001033585.1_Kleb_pneu_MGH93_V1	./refseq/bacteria/GCF_001033585.1/GCF_001033585.1_Kleb_pneu_MGH93_V1_genomic.fna.gz	GCF_001033585.1_Kleb_pneu_MGH93_V1_genomic.fna	12	3364117	3364117	ST147	1	2	8	15	ybt 9; ICEKp3	177	-	0	-	-	-	wzi64	KL64	ST147	3	4	6	1	7	4	38	5	11	6	5	1	159	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RmtC;AadA16*;StrA;RmtB	-	-	ParC-80I;GyrA-83I	-	-	CatA2*	Arr3	-	TetA*;TetG;TetR;TetRG*?	DfrA27	CMY-6;AmpH*;SHV-67*;TEM-105*	NDM-1	CTX-M-15	-	-	-
GCF_001033615.1	PRJNA224116	SAMN03280393	LFAF00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH94		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH94_V1	Broad Institute	GCA_001033615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/615/GCF_001033615.1_Kleb_pneu_MGH94_V1	./refseq/bacteria/GCF_001033615.1/GCF_001033615.1_Kleb_pneu_MGH94_V1_genomic.fna.gz	GCF_001033615.1_Kleb_pneu_MGH94_V1_genomic.fna	2	5424551	5424551	ST23	3	0	0	0	ybt 1; ICEKp10	57	clb 2	29	iucABCD	iroBCDN	rmpA	wzi1	KL1	ST23	2	1	1	1	9	4	12	2	2	2	2	2	6	6	49	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	AmpH;SHV-108*	-	-	-	-	-
GCF_001033645.1	PRJNA224116	SAMN03280394	LFAG00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH95		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH95_V1	Broad Institute	GCA_001033645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/645/GCF_001033645.1_Kleb_pneu_MGH95_V1	./refseq/bacteria/GCF_001033645.1/GCF_001033645.1_Kleb_pneu_MGH95_V1_genomic.fna.gz	GCF_001033645.1_Kleb_pneu_MGH95_V1_genomic.fna	11	3447254	3447254	ST258	0	2	8	14	-	0	-	0	-	-	-	wzi29	KL106	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph4-Ia;AadA1-pm*?;Aac3-Iva?;Aac6-Ib	-	-	ParC-80I;GyrA-83I	-	MphA	CatA1*;CmlA1*	-	SulIII;SulI	-	DfrA12	AmpH*	KPC-2	SHV-12	-	-	-
GCF_001033665.1	PRJNA224116	SAMN03280395	LFAH00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH96		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH96_V1	Broad Institute	GCA_001033665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/665/GCF_001033665.1_Kleb_pneu_MGH96_V1	./refseq/bacteria/GCF_001033665.1/GCF_001033665.1_Kleb_pneu_MGH96_V1_genomic.fna.gz	GCF_001033665.1_Kleb_pneu_MGH96_V1_genomic.fna	4	5302576	5302576	ST622-3LV	0	0	0	0	-	0	-	0	-	-	-	wzi425	KL127	ST622-3LV	17	19	39	20	35*	120*	162	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;OKP-A-3*	-	-	-	-	-
GCF_001033675.1	PRJNA224116	SAMN03280396	LFAI00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH97		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH97_V1	Broad Institute	GCA_001033675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/675/GCF_001033675.1_Kleb_pneu_MGH97_V1	./refseq/bacteria/GCF_001033675.1/GCF_001033675.1_Kleb_pneu_MGH97_V1_genomic.fna.gz	GCF_001033675.1_Kleb_pneu_MGH97_V1_genomic.fna	10	3705882	3705882	ST70	1	1	6	11	ybt 8; ICEKp9	195	-	0	-	-	-	wzi123	KL136	ST70	2	6	17	1	20	10	25	5	11	6	5	1	99	138	9	29	5	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*	-	-	QnrB1?;GyrA-83F	-	-	-	-	SulII	-	DfrA14	AmpH*;TEM-105*	-	CTX-M-15;CTX-M-15;CTX-M-15;CTX-M-15	-	SHV-32	-
GCF_001033685.1	PRJNA224116	SAMN03280397	LFAJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH98		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH98_V1	Broad Institute	GCA_001033685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/685/GCF_001033685.1_Kleb_pneu_MGH98_V1	./refseq/bacteria/GCF_001033685.1/GCF_001033685.1_Kleb_pneu_MGH98_V1_genomic.fna.gz	GCF_001033685.1_Kleb_pneu_MGH98_V1_genomic.fna	21	1092924	1649087	ST2072-2LV	0	0	0	0	-	0	-	0	-	-	-	0	-	ST2072-2LV	2	1	1	1*	9	8*	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-145*	-	-	-	-	-
GCF_001033725.1	PRJNA224116	SAMN03280398	LFAK00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH101		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH101_V1	Broad Institute	GCA_001033725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/725/GCF_001033725.1_Kleb_pneu_MGH101_V1	./refseq/bacteria/GCF_001033725.1/GCF_001033725.1_Kleb_pneu_MGH101_V1_genomic.fna.gz	GCF_001033725.1_Kleb_pneu_MGH101_V1_genomic.fna	6	5319103	5319103	ST15	0	1	7	16	-	0	-	0	-	-	-	wzi118	KL146	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;AadA16*;StrB*;StrA*	-	-	qnrB17*;ParC-80I;GyrA-83F;GyrA-87A	-	-	-	Arr3	SulI;SulI;SulII	TetD	DfrA27	AmpH*;TEM-105*	-	SHV-2*?;SHV-2?	-	-	-
GCF_001033745.1	PRJNA224116	SAMN03280399	LFAL00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH102		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH102_V1	Broad Institute	GCA_001033745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/745/GCF_001033745.1_Kleb_pneu_MGH102_V1	./refseq/bacteria/GCF_001033745.1/GCF_001033745.1_Kleb_pneu_MGH102_V1_genomic.fna.gz	GCF_001033745.1_Kleb_pneu_MGH102_V1_genomic.fna	9	2944589	2944589	ST45	1	0	4	4	ybt 10; ICEKp4	78	-	0	-	-	-	wzi202	KL127 (KL155)	ST45	2	1	1	6	7	1	12	3	12	4	11	3	21	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	SulI	TetD	DfrA1*	AmpH*;SHV-145*	-	-	-	-	-
GCF_001033755.1	PRJNA224116	SAMN03280400	LFAM00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH111		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH111_V1	Broad Institute	GCA_001033755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/755/GCF_001033755.1_Kleb_pneu_MGH111_V1	./refseq/bacteria/GCF_001033755.1/GCF_001033755.1_Kleb_pneu_MGH111_V1_genomic.fna.gz	GCF_001033755.1_Kleb_pneu_MGH111_V1_genomic.fna	13	4762023	4762023	ST2147	1	1	8	21	ybt 10; ICEKp4	162	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST2147	1	1	1	1	256	1	1	47	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*;AadA1-pm*?;Aac6-IIc	-	-	QnrB4;ParC-80I;GyrA-83F;GyrA-87A	-	-	CmlA5;FloR*	Arr2	SulI*;SulI;SulII	TetA;TetR;TetD	DfrA14;DfrA15b*	AmpH*;OXA-10	-	CTX-M-15;CTX-M-15;SHV-12*	-	-	-
GCF_001033765.1	PRJNA224116	SAMN03280401	LFAN00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH112		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH112_V1	Broad Institute	GCA_001033765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/765/GCF_001033765.1_Kleb_pneu_MGH112_V1	./refseq/bacteria/GCF_001033765.1/GCF_001033765.1_Kleb_pneu_MGH112_V1_genomic.fna.gz	GCF_001033765.1_Kleb_pneu_MGH112_V1_genomic.fna	2	5269172	5269172	ST115-1LV	0	0	0	0	-	0	-	0	-	-	-	wzi180	KL116	ST115-1LV	2	1	2	2	21	1	271	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-27	-	-	-	-	-
GCF_001033805.1	PRJNA224116	SAMN03280402	LFAO00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH113		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH113_V1	Broad Institute	GCA_001033805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/805/GCF_001033805.1_Kleb_pneu_MGH113_V1	./refseq/bacteria/GCF_001033805.1/GCF_001033805.1_Kleb_pneu_MGH113_V1_genomic.fna.gz	GCF_001033805.1_Kleb_pneu_MGH113_V1_genomic.fna	23	1253450	1678278	ST143	0	2	8	16	-	0	-	0	-	-	-	0	-	ST143	17	19	29	25	35	21	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;ArmA?;StrB*;StrA*;AadA1-pm*?	-	-	Qnr-S1	-	MsrE;MphE*	CatA2*	Arr3;Arr3	SulI;SulII	-	-	AmpH*;OKP-A-8;TEM-105*	IMP-26*	CTX-M-3;SHV-12	-	-	-
GCF_001033825.1	PRJNA224116	SAMN03280403	LFAP00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH114		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH114_V1	Broad Institute	GCA_001033825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/825/GCF_001033825.1_Kleb_pneu_MGH114_V1	./refseq/bacteria/GCF_001033825.1/GCF_001033825.1_Kleb_pneu_MGH114_V1_genomic.fna.gz	GCF_001033825.1_Kleb_pneu_MGH114_V1_genomic.fna	23	3241598	3241598	ST641	0	0	0	0	-	0	-	0	-	-	-	wzi318	KL60	ST641	16	18	21	27	39	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_001033835.1	PRJNA224116	SAMN03280404	LFAQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH115		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH115_V1	Broad Institute	GCA_001033835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/835/GCF_001033835.1_Kleb_pneu_MGH115_V1	./refseq/bacteria/GCF_001033835.1/GCF_001033835.1_Kleb_pneu_MGH115_V1_genomic.fna.gz	GCF_001033835.1_Kleb_pneu_MGH115_V1_genomic.fna	7	5392201	5392201	ST15	1	1	8	20	ybt 10; ICEKp4	162	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15	1	1	1	1	1	1	1	47	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac6-IIc;AadA1-pm?	-	-	QnrB4;ParC-80I;GyrA-83F;GyrA-87A	-	-	CmlA5;FloR*	Arr2	SulI;SulI*;SulII	TetA;TetR;TetD	DfrA14;DfrA15b*	AmpH*;OXA-10	-	CTX-M-15;CTX-M-15;SHV-12*	-	-	-
GCF_001033845.1	PRJNA224116	SAMN03280405	LFAR00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH116		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH116_V1	Broad Institute	GCA_001033845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/845/GCF_001033845.1_Kleb_pneu_MGH116_V1	./refseq/bacteria/GCF_001033845.1/GCF_001033845.1_Kleb_pneu_MGH116_V1_genomic.fna.gz	GCF_001033845.1_Kleb_pneu_MGH116_V1_genomic.fna	3	5328630	5328630	ST111	1	1	1	1	ybt 10; ICEKp2	163	-	0	-	-	-	wzi63	KL63	ST111	2	1	5	1	17	4	42	49	64	63	3	45	160	157	3	10	73	80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	SHV-40*	-	-	-
GCF_001033885.1	PRJNA224116	SAMN03280406	LFAS00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH117		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH117_V1	Broad Institute	GCA_001033885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/885/GCF_001033885.1_Kleb_pneu_MGH117_V1	./refseq/bacteria/GCF_001033885.1/GCF_001033885.1_Kleb_pneu_MGH117_V1_genomic.fna.gz	GCF_001033885.1_Kleb_pneu_MGH117_V1_genomic.fna	7	5415131	5415131	ST15	1	1	8	17	ybt 10; ICEKp4	162	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15	1	1	1	1	1	1	1	47	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*;Aac6-IIc	-	-	QnrB4;ParC-80I;GyrA-83F;GyrA-87A	-	-	CmlA5;FloR*	Arr2	SulI;SulI;SulII	TetD	DfrA14	AmpH*;OXA-10	-	CTX-M-15;CTX-M-15;SHV-12*	-	-	-
GCF_001033895.1	PRJNA224116	SAMN03280407	LFAT00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH118		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH118_V1	Broad Institute	GCA_001033895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/895/GCF_001033895.1_Kleb_pneu_MGH118_V1	./refseq/bacteria/GCF_001033895.1/GCF_001033895.1_Kleb_pneu_MGH118_V1_genomic.fna.gz	GCF_001033895.1_Kleb_pneu_MGH118_V1_genomic.fna	12	2819116	2819116	ST628	0	1	6	7	-	0	-	0	-	-	-	wzi426	KL?	ST628	2	60	11	1	4	8	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*	-	-	Qnr-S1	-	-	-	-	SulI	TetA;TetR	DfrA1	AmpH*;SHV-145*	-	CTX-M-14	-	-	-
GCF_001033915.1	PRJNA224116	SAMN03280408	LFAU00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH123		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH123_V1	Broad Institute	GCA_001033915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/915/GCF_001033915.1_Kleb_pneu_MGH123_V1	./refseq/bacteria/GCF_001033915.1/GCF_001033915.1_Kleb_pneu_MGH123_V1_genomic.fna.gz	GCF_001033915.1_Kleb_pneu_MGH123_V1_genomic.fna	14	5367682	5367682	ST2329-1LV	0	1	1	1	-	0	-	0	-	-	-	wzi193	KL125	ST2329-1LV	18	22	26	108	11	13	192	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;OKP-B-16*?	-	CTX-M-14	-	-	-
GCF_001033925.1	PRJNA224116	SAMN03280409	LFAV00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH124		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH124_V1	Broad Institute	GCA_001033925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/925/GCF_001033925.1_Kleb_pneu_MGH124_V1	./refseq/bacteria/GCF_001033925.1/GCF_001033925.1_Kleb_pneu_MGH124_V1_genomic.fna.gz	GCF_001033925.1_Kleb_pneu_MGH124_V1_genomic.fna	4	3317888	3317888	ST14	0	1	3	4	-	0	-	0	-	-	-	wzi2	KL2 (KL30)	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA	-	-	-	-	-	-	-	SulI?	-	-	AmpH*	-	SHV-106*	-	-	-
GCF_001033965.1	PRJNA224116	SAMN03280410	LFAW00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH125		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH125_V1	Broad Institute	GCA_001033965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/965/GCF_001033965.1_Kleb_pneu_MGH125_V1	./refseq/bacteria/GCF_001033965.1/GCF_001033965.1_Kleb_pneu_MGH125_V1_genomic.fna.gz	GCF_001033965.1_Kleb_pneu_MGH125_V1_genomic.fna	22	2980173	2980173	ST258	0	2	9	15	-	0	-	0	-	-	-	wzi154	KL107	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;AadA2*;AadA1-pm*?;Aac6-Ib*	-	-	ParC-80I;GyrA-83I;GyrA-87N	-	MphA	CatA1*	-	SulI;SulI	-	DfrA12	AmpH*;TEM-150*;OXA-9	KPC-3	SHV-12	-	SHV-11	-
GCF_001033975.1	PRJNA224116	SAMN03280411	LFAX00000000.1	na	573	573	Klebsiella pneumoniae	strain=MGH126		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_MGH126_V1	Broad Institute	GCA_001033975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/975/GCF_001033975.1_Kleb_pneu_MGH126_V1	./refseq/bacteria/GCF_001033975.1/GCF_001033975.1_Kleb_pneu_MGH126_V1_genomic.fna.gz	GCF_001033975.1_Kleb_pneu_MGH126_V1_genomic.fna	11	3127692	3127692	ST607	0	0	3	3	-	0	-	0	-	-	-	wzi151	KL48	ST607	2	1	2	80	10	1	155	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	SulI	-	DfrA1	AmpH*;SHV-65*	-	-	-	-	-
GCF_001033995.1	PRJNA224116	SAMN03280412	LFAY00000000.1	na	573	573	Klebsiella pneumoniae	strain=BIDMC85		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_BIDMC85_V1	Broad Institute	GCA_001033995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/033/995/GCF_001033995.1_Kleb_pneu_BIDMC85_V1	./refseq/bacteria/GCF_001033995.1/GCF_001033995.1_Kleb_pneu_BIDMC85_V1_genomic.fna.gz	GCF_001033995.1_Kleb_pneu_BIDMC85_V1_genomic.fna	7	4567076	4567076	ST23	3	0	0	0	ybt 1; ICEKp10	47	clb 2	29	iucABCD	iroBCDN	rmpA	wzi1	KL1	ST23	2	1	1	1	9	4	12	2	2	2	2	2	6	6	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	AmpH;SHV-108*	-	-	-	-	-
GCF_001034005.1	PRJNA224116	SAMN03280413	LFAZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=BIDMC86		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_BIDMC86_V1	Broad Institute	GCA_001034005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/034/005/GCF_001034005.1_Kleb_pneu_BIDMC86_V1	./refseq/bacteria/GCF_001034005.1/GCF_001034005.1_Kleb_pneu_BIDMC86_V1_genomic.fna.gz	GCF_001034005.1_Kleb_pneu_BIDMC86_V1_genomic.fna	3	4710294	4710294	ST23	3	0	0	0	ybt 1; ICEKp10	59	clb 2	29-2LV	iucABCD	iroBCDN	rmpA	wzi1	KL1	ST23	2	1	1	1	9	4	12	2	2	2	70	2	36	158	2	2	2	2	2	2	2*	2	2	2	2	3	2	2*	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	SHV-108*;AmpH	-	-	-	-	-
